pincode,longitude,latitude
561207,77.8669169708,13.7941341212
577201,75.57974846,13.9415423924
577511,76.6763754746,13.8286583627
577207,75.5523204015,13.9347277598
577411,75.0864102407,13.9166085131
576228,74.6010320666,13.9064402945
577222,75.6130599231,13.8849252496
577202,75.5124968578,13.8555111457
577203,75.5646360246,13.8438599315
560023,77.5595793516,12.9746340931
572139,76.8097019262,13.8369732652
572143,76.5635006512,13.8098081792
572133,77.1987255108,13.8449096748
576220,74.7851495079,13.8751828028
577554,76.1587983871,13.8579099286
577229,75.657815678,13.8539302376
563124,78.0489481105,13.7557611568
577301,75.7355850503,13.8315749273
575019,74.8170807611,12.9667422207
572124,77.2788386349,13.7931407337
577226,75.3726650803,13.7831990842
577533,76.450719404,13.7285403168
576233,74.8174481533,13.7742120121
576232,74.6421174086,13.8288565197
577515,76.2016132458,13.7731407031
572127,77.393069355,13.7502642789
560053,77.5753476166,12.9696013368
571448,76.722508604,12.9673666097
572137,76.8904822234,13.7224267781
561212,77.9766761842,13.7642057036
577414,75.1854350097,13.7547072501
576219,74.6858568367,13.7919921478
577550,76.0700137569,13.7282538127
577245,75.766972673,13.7938658205
572115,76.7262019861,13.679273525
577115,75.5951418972,13.7492535715
577232,75.3120532658,13.7161782923
576229,74.8986132015,13.6988075019
577228,75.8416533289,13.7205582275
577302,75.6595960979,13.7814703413
572132,77.1917534576,13.6774221653
577547,75.9772570234,13.7270569382
576224,74.651090731,13.7414864247
561228,77.6245188721,13.7191983085
563120,78.2153084291,12.9360010487
572112,77.0689171775,13.662115001
577144,75.7181371054,13.6966759147
561209,77.7485218396,13.6798466689
577134,75.5309581333,13.6271761161
576247,74.666358618,13.6801214395
576235,74.6830849328,13.7155691633
572175,77.3071678727,13.6731494765
577180,76.1577241232,13.7029511571
577448,75.0818998965,13.6686751555
572218,76.5853231059,13.6262573511
576230,74.7147716336,13.6719750039
577597,76.2953823095,13.6610242729
576282,74.9637750374,13.6921409887
577432,75.1945776665,13.6119269558
561208,77.5163679144,13.6396341585
577542,76.4105830151,13.634537848
576227,74.9543752742,13.6178704386
577127,75.4487453589,13.5649180244
573114,76.3432467944,13.6529529977
577140,76.1371551063,13.6230200008
576283,74.7886237573,13.6747978532
577128,75.6562274629,13.6828151649
577415,75.3221700984,13.6334822933
561206,77.6063371412,13.6101573453
573132,76.2382855423,13.5919245539
561210,77.4254024562,13.6040285399
576211,74.7934952504,13.6344315855
576201,74.6924847349,13.6278748066
577129,75.7403427366,13.5917526359
560010,77.554020987,12.9978265687
577116,75.9557212698,13.6115291453
563125,78.0478506461,13.4800767823
576216,74.6707446357,13.6522148409
560080,77.5801082436,13.0100718562
572125,76.9347325994,13.6008654679
563161,78.2431610218,13.5285785069
563123,78.1523348972,13.5660301762
562105,77.9030490049,13.5114217162
560006,77.5891498618,13.0036050066
560091,77.4779294074,12.9782191617
562104,77.7391556249,13.5782547734
560046,77.6005092639,13.0018630571
577424,75.1074944569,13.5535888369
560071,77.6352012909,12.962498356
577182,76.281941597,13.5809853825
576257,74.7008529123,13.574193688
563159,78.0190918721,13.5646759147
576217,74.7294471087,13.600202192
577126,75.3258737471,13.5261553153
576222,74.837190722,13.57729293
572129,77.2522372159,13.4678535683
572138,77.095803129,13.5209733045
577548,75.9948238658,13.5238977352
560059,77.5610408657,12.9400681221
572121,77.3314347304,13.5352296067
577125,75.2328011444,13.5803062949
560050,77.5497235527,12.9339908641
576212,74.9678666963,13.535970882
577451,75.8283447457,13.5833065597
560034,77.6295662965,12.9287614612
572119,76.45459785,13.5044995529
572101,77.1021985492,13.3283801596
563134,78.3387045228,13.5142710894
572223,76.8302402231,13.3330118175
572117,76.884972362,13.4761240476
576231,74.7423348472,13.558599261
572228,76.6293956703,13.5044861014
576106,74.7227679685,13.3650629063
562110,77.6599287016,13.2690880323
572222,76.7825216305,13.4698950669
560005,77.62042339,12.9987508961
561213,77.4749778655,13.5157863931
576221,74.7214793555,13.5299366742
577138,76.1662619137,13.5096727326
576223,74.8345450696,13.5122186017
577120,75.2593997405,13.5085730934
573117,76.3746548844,13.4876822906
562101,77.7171546187,13.4621773095
576210,74.7776925154,13.5038523754
561211,77.5818494577,13.4889172055
573144,76.2920383876,13.4749546459
577131,75.7314916936,13.4566276671
576225,74.7244545528,13.5015696692
577123,75.3773002504,13.4475455482
576218,74.6978055586,13.4615977579
577130,75.6186992263,13.432330083
577175,76.0847889764,13.4282035324
572128,77.0149822016,13.480375631
576226,74.7141180893,13.4584208341
560018,77.5588066558,12.9608165291
576234,74.8870635735,13.4663953699
563122,78.2684861684,12.9363962317
576112,75.0486947849,13.4372446801
577168,75.8894860712,13.3903555863
577139,75.2091557454,13.3712965721
577137,75.7904927128,13.4816244213
560033,77.6347360572,13.0002056346
563146,78.1199873789,13.4370316656
574102,74.9275782323,13.2801067322
561204,77.4012771731,13.3071171716
563135,78.2189816494,13.403194466
576213,74.7643899299,13.4326615279
577112,75.4551194599,13.3724080953
561203,77.4886316383,13.3296423581
573112,76.1653843366,13.398536725
577135,75.983922394,13.4071088069
577136,75.5451138652,13.3365528067
572106,77.1464910987,13.4183266293
572226,76.5595164905,13.3978214698
572107,77.0250047028,13.3741115329
562103,77.7293565734,13.3948442825
561205,77.5614169747,13.3812189554
572214,76.6628096966,13.3869896942
576215,74.8455520394,13.4189634066
572216,76.9469001111,13.3049010478
576114,74.7064653546,13.4064451353
573103,76.2758804652,13.3275841546
560021,77.5617801616,12.9936942274
577102,75.8259005322,13.3609590417
576124,74.8866839097,13.3873466491
572217,76.3948725063,13.3393641057
577117,75.4249439563,13.393137542
572202,76.4674034724,13.283354287
574142,74.8953717305,12.9794682405
563138,78.3004737724,13.3233554528
560052,77.5923553425,12.9900612589
572140,77.2157518491,13.340490902
576105,74.754774447,13.3897347265
574108,75.0006445245,13.3459004946
572211,76.7364263847,13.3449929425
563128,77.9973913308,13.3284551708
577146,75.9774384316,13.2989322382
562102,77.8648665858,13.3177537764
572104,77.1565929002,13.301389528
562135,77.7754219069,13.3016806433
576101,74.765997165,13.3463699883
576115,74.7076203441,13.37772622
577101,75.7613456891,13.3053924272
576113,74.9046841036,13.3293223832
574101,75.062591836,13.3062580447
573125,76.0877411259,13.2797331475
577118,75.3918305115,13.3468993796
572114,76.607951543,13.2906831802
576103,74.7192818957,13.323640595
563126,78.1841556206,13.2615369234
562132,77.3260551691,13.2430843489
560042,77.6143096938,12.9837127522
563131,78.3857325114,13.2052034575
560051,77.6040192675,12.9854398674
574166,74.9363793305,12.9763945511
563132,78.5033874189,13.2304530379
573122,76.1801360145,13.2311214058
573164,76.330144407,13.125127649
574118,74.7600753192,13.2978593171
577179,75.4038838009,13.2789351955
572225,76.7937841619,13.2749946836
572118,77.0546875043,13.2578089578
563101,78.1120387638,13.1675605731
574213,75.0197495449,13.1059574829
562111,77.2551414551,13.2132073863
576120,74.8060943176,13.2728568527
577111,75.6486128913,13.2315157851
572215,76.7383099512,13.2282258632
577181,75.3298737741,13.2672976265
560063,77.6122625054,13.1245892974
576117,74.9986725783,13.24718063
572219,76.872013387,13.2327105098
577133,75.7465054095,13.2413902153
574105,74.7391520135,13.2612691082
577124,75.2936717117,13.2146060823
572201,76.4696533448,13.2609887236
572212,76.6319880877,13.2241501972
574122,75.1174603372,13.2265720424
562122,77.8857186141,13.1842745811
573121,75.9772803161,13.214297725
562129,77.7622884019,13.1932746778
576122,74.7712434296,13.2436516485
572122,77.1190299329,13.1961243832
573115,75.8134567542,13.1616814243
574116,74.8451399401,13.2169976918
572213,76.9216214816,13.1386199788
577113,75.5655183151,13.130522125
577121,75.4306375613,13.1922740731
573119,76.3193024201,13.1903799787
574117,74.7839691073,13.1950819091
574106,74.7685815018,13.2211388411
572220,76.8368664711,13.1683737904
563127,78.3097188883,13.1493390343
577142,75.2338415455,13.1968139494
574104,75.012331444,13.2111336711
574115,74.7988170794,13.2307226777
574110,74.9417684526,13.1811156363
574113,74.8278009533,13.1702192244
572120,77.0201555286,13.1394093651
576111,74.8931912652,13.1670363999
560089,77.5071449483,13.164419988
560300,77.714227832,13.2129125436
560064,77.56322165,13.1367944047
574107,75.1108365917,13.1635624827
574114,75.0355795523,13.1490274046
572224,76.5456128844,13.1375585598
574119,74.7666068996,13.1711909593
562157,77.6519830445,13.1642979826
572227,76.6593495475,13.1105706463
562123,77.3554562673,13.1017349123
561101,77.1705160854,13.1373185625
577122,75.4760709672,13.1344400679
573219,76.1078638362,13.0966058238
573162,76.2402997149,13.1443357926
573216,75.9783381505,13.1235824749
563133,77.9988662531,13.12369325
574109,75.1839141668,13.1171208658
577132,75.6466114155,13.057668906
574214,75.3213194616,13.0697966184
573131,76.4599721831,13.0482735579
560088,77.4419498365,13.1111956359
572221,76.7834417237,13.0857877157
562149,77.6388634545,13.124255882
562114,77.8317994267,13.0395604678
563136,78.4562026868,13.0927327594
574129,74.9619629357,13.1315964516
562127,77.2567943506,13.0674759882
574217,75.2301420964,13.0500415932
576121,74.8820806255,13.1189811127
562131,77.1198962049,13.0653232287
574154,74.8245342288,13.0941300216
573118,76.221158739,13.074721842
574141,74.8552421547,13.0726262752
573215,75.8855730866,13.0515955594
573111,76.3602306176,13.0426186692
560065,77.5725792133,13.0720285684
574236,75.1019421512,13.0791334344
574226,74.9593029887,13.0754019571
560077,77.6348691353,13.0837513247
560049,77.7158605988,13.0660086846
560090,77.5014055006,13.0891748808
563130,77.9607013276,13.0122949472
574227,74.9452037116,13.0505007536
574228,75.4347804616,13.0358779116
574103,74.7837469879,13.0903777178
573101,75.7953829193,13.0288742393
574180,74.7856524288,13.0464537651
560092,77.6119964042,13.0806940875
560002,77.57783875,12.9617850257
573141,76.5408693478,13.0527982349
573213,75.9815494619,12.9862375895
560097,77.5585511617,13.0877463226
560057,77.5181980247,13.0508918366
572130,77.0013988519,12.9898069021
574242,75.1531042378,13.0221983843
574197,75.031096469,13.0536132897
560014,77.5550731752,13.0743694721
572134,76.9111630844,13.0312902774
563116,78.3762448849,13.0199356062
563114,78.1537374998,12.9781373513
560013,77.5523555915,13.0572302546
560015,77.5091499032,13.0612368965
560032,77.6096467105,13.0385925707
563162,78.2279211887,13.0198128707
562130,77.3964381503,12.9774048398
572142,76.8652116654,12.991396286
560024,77.591387328,13.0464029364
573217,76.0361008101,13.0178769401
574146,74.8179629286,13.0387005894
574237,75.0660259495,13.0056101087
560031,77.5425293066,13.0512335925
574148,74.8663343187,13.0481399619
560043,77.6623294919,13.0339365944
571418,76.7423630863,12.9576520416
560073,77.4949902206,13.0301526416
574150,74.8812315011,13.0216432814
574240,75.3338604443,12.9654601266
563117,78.1592317121,13.0226122362
573220,76.234190521,12.9557148339
560058,77.5245828818,13.0304725809
560094,77.5741331761,13.0301191922
574216,75.4130905143,12.9654323593
560054,77.5537027306,13.031882571
572126,77.0961488122,12.9477712577
571811,76.7552718716,13.0129628836
562120,77.2022739128,12.9431983338
563137,78.063469337,12.9583619867
574225,74.9498583906,13.0180141978
575030,74.829171244,13.0020753218
560084,77.6348084711,13.0176604336
560012,77.5684224036,13.0194305109
573165,75.6589790781,12.9496944069
560022,77.5424328446,13.0227399306
574267,74.9765308183,13.0042646988
575010,74.8091000257,12.9424852758
575014,74.8040551646,13.0078494752
560045,77.6114673448,13.0127811752
560067,77.7469478162,13.002077451
560055,77.5647745281,13.0062407508
574144,74.9638694104,12.980503149
563121,78.3620378953,12.9614060792
560036,77.7034175626,13.0126980782
573124,76.572611015,12.9598198471
560096,77.5381235455,13.0159962363
560016,77.6775849998,13.0039583029
573201,76.1058991865,12.9986756004
560086,77.5249621455,13.0047734301
574509,74.8586171507,12.9829110017
560003,77.5755471603,13.0012200304
560039,77.5279629394,12.9332986439
573116,76.4085828958,12.907553962
560038,77.6458946021,12.9878645172
560048,77.7080232491,12.9853853496
560020,77.5763381781,12.9914734067
560079,77.5308873291,12.987075934
574224,75.2288167465,12.942533846
560001,77.5919225364,12.9769439241
563160,77.9000967808,12.9267909074
560044,77.5488404916,12.9797951284
574324,75.107835054,12.9602474286
560093,77.6789224514,12.9817013146
573218,75.956150734,12.9287678434
560072,77.5103678645,12.9714364223
560066,77.7512197365,12.9604722074
560008,77.6369487834,12.9656700811
573134,75.7450760407,12.8827097885
560060,77.4734988042,12.8820263333
573214,75.8729429797,12.9285727841
560009,77.5681005381,12.9766106944
560075,77.6550963388,12.9696558839
561201,77.2791630033,12.9078496071
560027,77.5935966632,12.9545858512
560040,77.5375621618,12.9670553796
573225,76.3169367835,12.9554343155
572111,76.9386311764,12.8854758134
574189,74.9073251001,12.9592688131
560017,77.6708164417,12.9588316117
575011,74.8288524998,12.9512509684
573212,76.1583600518,12.912310378
574211,75.0557629981,12.9030197319
560056,77.5259686307,12.956495444
560047,77.620319303,12.9528313677
560037,77.6951663582,12.9506057574
574219,74.9857978931,12.9191964534
560026,77.5454769511,12.9519952547
560007,77.6302353538,12.9535760501
560030,77.6103835773,12.948645222
560025,77.6042139145,12.9625368274
560085,77.5424360453,12.9396307577
574198,75.4599854374,12.9018494552
560019,77.5596644307,12.9468293123
573128,76.0305415459,12.8694985202
563113,78.3158459938,12.9086432111
574151,74.9239143121,12.9434979069
560087,77.5010008285,12.9423800464
560004,77.5719767076,12.9483790239
560011,77.590647236,12.9369701151
560035,77.6829988524,12.9231425978
575028,74.8851745723,12.9316916723
571802,76.6442250621,12.8752664435
575015,74.8544737455,12.9278880447
574265,75.131100109,12.9054500701
560095,77.6173599273,12.9365636531
562125,77.7767089648,12.8869649965
575013,74.8321323454,12.9203878374
560069,77.5780360723,12.9271074947
563119,78.2999329389,12.9284432494
560028,77.5544691184,12.9240520162
575029,74.8990802536,12.9006547307
575001,74.830422134,12.875957958
560029,77.607310012,12.9285582025
560098,77.5213533875,12.9156191364
560081,77.6062242569,12.9206819323
560041,77.5914339388,12.9222011391
560068,77.6249652801,12.8851670792
573127,75.6878628932,12.8908779503
560070,77.5557291723,12.9074425912
575006,74.8407713446,12.8999603345
560078,77.5843787382,12.907380354
574326,75.2484505365,12.8787795272
560076,77.5988052423,12.901482711
571432,76.7236440416,12.8055686443
562107,77.7338283346,12.8243802961
574153,74.9694572479,12.8115487006
560103,77.7089928099,12.8911013561
575004,74.8448422402,12.8914470655
560074,77.4466487644,12.8898014734
573129,75.9034531334,12.8556667015
560061,77.5512655034,12.8941900203
575003,74.8367310398,12.8753369562
563129,78.1878966841,12.8329221302
573120,76.1036790669,12.8348989168
563139,78.0137190205,12.8598373964
574169,74.9765629825,12.8703227886
573135,76.4976561339,12.8509654729
574143,74.9609436013,12.8832286315
571445,76.8504954347,12.8109322877
574231,75.0181479934,12.8477089067
560062,77.5667783577,12.8697225437
574199,74.931746631,12.8274497367
562106,77.6521890378,12.7545701082
575007,74.9100884207,12.8757683613
574229,75.47872045,12.8343037341
575002,74.8654692655,12.8698034179
572123,77.0732433751,12.8166514438
575017,74.8928155897,12.8341107613
562128,77.320999703,12.7731390885
575020,74.8552788979,12.8237398824
574241,75.2982835494,12.8157931269
575027,74.8865546442,12.8542089717
562109,77.4105855956,12.7789221307
573211,76.2590623399,12.7715152658
574253,75.1157591473,12.8343632707
571423,76.4199813841,12.7594861307
573123,75.7234144558,12.7664909149
574222,75.0771267242,12.7986903889
571436,76.5495946638,12.778010158
571511,77.2650957038,12.7182728221
574301,75.0010571777,12.8122364261
574323,75.036970603,12.7858912645
560099,77.6804596321,12.8052559557
571231,75.9115366278,12.7927256804
560083,77.5871629774,12.8273792886
574160,74.8996582803,12.8130901974
560082,77.5073809338,12.7823940084
574221,75.4510125272,12.7542803407
575022,74.8812364842,12.7888299476
573137,75.8326453953,12.7443939577
574220,75.1576180545,12.7914163259
574230,75.5424864681,12.7628525544
573102,76.0693043263,12.7597474025
575023,74.8780789471,12.778204315
571425,76.9447782318,12.7394900067
562108,77.1468983864,12.7273546823
562112,77.5007704652,12.680062889
560105,77.6412844841,12.7782722326
574285,75.3816517166,12.7541291168
574202,75.291303756,12.7409392915
574243,75.1438582283,12.7319581248
575018,74.9270960552,12.7795037859
574201,75.2016195552,12.7563869012
571429,77.0378684253,12.7050847306
571235,75.9101883806,12.6967712884
574279,75.034738068,12.7351343612
574238,75.600038931,12.6956709945
574260,75.0652072352,12.6881106945
574328,75.3989539736,12.70789349
574235,75.1061307396,12.7178695507
571416,76.8066689059,12.6817829832
571446,76.8968017825,12.6697539074
571431,76.6729185599,12.6912574437
571603,76.3312587253,12.5448526066
573142,76.0723229524,12.6942846691
574210,75.278792703,12.6904123443
571401,76.8941519972,12.5313201221
571426,76.522297904,12.6460046925
573210,76.2511684815,12.6634024427
571419,76.9956065823,12.6632858175
574212,75.3871668033,12.6640688413
571810,76.69018903,12.701505046
573133,76.0967704269,12.6319630926
574232,75.4867301439,12.6678300784
574259,75.1970359294,12.6647142609
571236,75.8000647084,12.629012966
571501,77.1848575966,12.6302273207
574223,75.2724722284,12.6340086448
571405,76.7943047844,12.5887443756
574239,75.3656338432,12.5613887656
571433,77.0869631974,12.6207820468
573136,76.1688732749,12.6084762766
571605,76.4138686268,12.6064910577
573113,76.1143487463,12.6124476084
573130,76.0043921961,12.6289471916
571608,76.3425729865,12.5982394642
562117,77.4003026598,12.5097536978
574218,75.5709588537,12.588697737
571434,76.7017170938,12.5640031669
562121,77.5357025861,12.5473688822
571428,77.0307373313,12.5758700593
571601,76.383321483,12.5563232196
574234,75.5501828742,12.4824307052
571604,76.2506772411,12.5799804883
571417,77.1175726171,12.2701223326
571251,75.7464198817,12.5586963959
571450,76.9464648201,12.610463507
574313,75.2482798725,12.5997361859
562138,77.21815,12.5430801323
573150,76.0988207759,12.5643296017
571232,75.9343823136,12.5315465325
571455,76.6128243555,12.5502473438
571404,76.9600866602,12.5524275171
571402,76.8584973256,12.5129842503
574327,75.3983763978,12.5633582112
574248,75.4610310127,12.5623730044
571812,76.5260337425,12.5035265181
571211,75.8506961279,12.2464266879
571617,76.2260397732,12.502030977
571187,76.0344318952,12.5196468658
571422,77.0476286048,12.4968512591
574314,75.48884143,12.5133519885
571201,75.6716890842,12.4345590556
571403,76.9078183341,12.4979126167
571234,75.8992065423,12.420714432
571602,76.3753865443,12.4628396922
562126,77.3270948561,12.4183666937
571247,75.4767738901,12.4027204562
571102,76.0857192079,12.4609568644
571435,76.6558357878,12.4822242059
571108,76.1783185772,12.4199679557
562119,77.5174107678,12.3740613555
571421,77.2432562177,12.3944581017
571427,76.6214534535,12.452696327
571130,76.5236419606,12.3897544609
571807,76.746637457,12.4470932316
571237,75.8344938288,12.4417068475
571415,76.7994678636,12.3961181827
571252,75.7641060998,12.3256041692
571430,77.0980300984,12.3878322523
571424,76.9620458237,12.3918473281
571104,75.9749628278,12.4026543161
571101,76.8718392298,12.3532095323
570018,76.581071114,12.3347528331
570010,76.7529314131,12.2784327355
571610,76.3654385032,12.3951582492
571606,76.6179353999,12.3985875518
571134,76.2587014808,12.3731360979
571103,76.4465648823,12.3405031309
571438,76.6958697637,12.3871225035
571248,75.8184630026,12.3834229647
571107,76.0768049806,12.3144898625
571105,76.2439604718,12.2631272106
570003,76.6581015094,12.3677844635
571253,75.9036868416,12.3148958145
570017,76.6063332385,12.346460728
571463,77.0301549205,12.2940230426
571214,75.5930664298,12.2800439247
571120,76.9369951235,12.2908657481
570016,76.6212883668,12.3456018261
571437,77.1727862832,12.3293017759
570002,76.6382871186,12.3225624146
570015,76.6479083978,12.3406565753
571215,75.9552137571,12.2776926896
570007,76.6738869361,12.3362482234
570020,76.627595276,12.3333983927
570019,76.6875821403,12.3168557864
570006,76.6114470413,12.313673177
570021,76.6528462556,12.3236552497
570026,76.5075929457,12.2608174231
570012,76.6232283169,12.3217051301
570001,76.6527894651,12.3125758934
570009,76.6213058972,12.2988894933
570005,76.6394346853,12.3083159088
571122,77.0605489203,12.1955573877
571440,77.2072023915,12.1604116409
570024,76.6552043242,12.29665269
570011,76.6873568226,12.2963307066
570004,76.6479569228,12.2924129774
571443,77.2750071343,12.1297456309
571110,76.8851494067,12.2532193737
571189,76.3650697552,12.2176106954
570014,76.6344290694,12.2909724979
570023,76.6113878788,12.2810407478
570008,76.5460682644,12.2021268275
571212,75.6588902977,12.2074298443
571439,77.3719260334,12.1417628198
571213,75.9590340284,12.2066829915
571218,75.7809875768,12.1559236135
571442,77.0382238761,12.1250404226
571311,76.6610523776,12.211354504
571219,76.0522303179,12.1724564732
571124,76.9353356298,12.1783979795
571254,75.9916407486,12.2069818821
571129,76.7887292649,12.1633946805
571302,76.6695563917,12.1387799708
571114,76.2330132986,12.0351592366
571444,77.4689989927,11.998009357
571125,76.3990019148,12.1267123031
571316,76.9190997335,12.0865729556
571312,76.7363370264,12.032637397
571216,76.0374215379,12.1067817128
571314,76.5047849482,12.0878431778
571118,76.6366005476,12.0427985565
571119,76.8235867264,12.0650121784
571301,76.6859547588,12.1192805381
571441,77.1048189363,12.0055884634
571249,75.897005411,12.0232775492
571315,76.5205406259,11.966579324
571115,76.9699235261,12.0037704059
571217,76.056562415,12.0112449127
571121,76.3821145204,11.8897332579
571490,77.5941871489,12.0342634885
571116,76.26695704,11.9188018109
571491,77.4972703198,12.0014392981
571128,76.8070936866,11.9351570794
571313,76.8882534056,11.9264479101
571109,76.6718417351,11.9331765168
571117,77.0545226332,11.9594406547
571250,76.0238868121,11.9603949399
571342,77.007633365,11.9107181607
571127,77.0165279635,11.8184721392
571111,76.5948079343,11.7720970574
571123,76.786720689,11.7942518107
571457,77.281262452,11.8548320651
571126,76.6754340186,11.6676667095
574112,74.8112339707,13.1148626147
574111,74.8056903633,13.1374835128
577421,74.7357073138,14.0999424973
